"TIME","GEO","HHTYP","INDIC_IL","UNIT","Value","Flag and Footnotes"
"2013","Euro area (18 countries)","Single person","Median equivalised net income","Euro","15,802",""
"2013","Euro area (18 countries)","Single person","Median equivalised net income","National currency",":",""
"2013","Euro area (18 countries)","Single person","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Euro area (18 countries)","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2013","Euro area (18 countries)","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2013","Euro area (18 countries)","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Euro area (18 countries)","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2013","Euro area (18 countries)","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2013","Euro area (18 countries)","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Euro area (18 countries)","Single person with dependent children","Median equivalised net income","Euro","13,164",""
"2013","Euro area (18 countries)","Single person with dependent children","Median equivalised net income","National currency",":",""
"2013","Euro area (18 countries)","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Belgium","Total","Median equivalised net income","Euro","21,501",""
"2013","Belgium","Total","Median equivalised net income","National currency","21,501",""
"2013","Belgium","Total","Median equivalised net income","Purchasing power standard (PPS)","19,579",""
"2013","Belgium","Single person","Median equivalised net income","Euro","16,729",""
"2013","Belgium","Single person","Median equivalised net income","National currency","16,729",""
"2013","Belgium","Single person","Median equivalised net income","Purchasing power standard (PPS)","15,234",""
"2013","Belgium","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2013","Belgium","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2013","Belgium","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Belgium","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2013","Belgium","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2013","Belgium","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Belgium","Single person with dependent children","Median equivalised net income","Euro","14,806",""
"2013","Belgium","Single person with dependent children","Median equivalised net income","National currency","14,806",""
"2013","Belgium","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","13,483",""
"2013","Bulgaria","Total","Median equivalised net income","Euro","2,924",""
"2013","Bulgaria","Total","Median equivalised net income","National currency","5,719",""
"2013","Bulgaria","Total","Median equivalised net income","Purchasing power standard (PPS)","5,901",""
"2013","Bulgaria","Single person","Median equivalised net income","Euro","2,009",""
"2013","Bulgaria","Single person","Median equivalised net income","National currency","3,930",""
"2013","Bulgaria","Single person","Median equivalised net income","Purchasing power standard (PPS)","4,055",""
"2013","Bulgaria","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2013","Bulgaria","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2013","Bulgaria","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Bulgaria","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2013","Bulgaria","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2013","Bulgaria","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Bulgaria","Single person with dependent children","Median equivalised net income","Euro","2,298",""
"2013","Bulgaria","Single person with dependent children","Median equivalised net income","National currency","4,494",""
"2013","Bulgaria","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","4,637",""
"2013","Czechia","Total","Median equivalised net income","Euro","7,694",""
"2013","Czechia","Total","Median equivalised net income","National currency","193,488",""
"2013","Czechia","Total","Median equivalised net income","Purchasing power standard (PPS)","10,802",""
"2013","Czechia","Single person","Median equivalised net income","Euro","6,179",""
"2013","Czechia","Single person","Median equivalised net income","National currency","155,400",""
"2013","Czechia","Single person","Median equivalised net income","Purchasing power standard (PPS)","8,675",""
"2013","Czechia","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2013","Czechia","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2013","Czechia","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Czechia","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2013","Czechia","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2013","Czechia","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Czechia","Single person with dependent children","Median equivalised net income","Euro","6,031",""
"2013","Czechia","Single person with dependent children","Median equivalised net income","National currency","151,668",""
"2013","Czechia","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","8,467",""
"2013","Denmark","Total","Median equivalised net income","Euro","27,434",""
"2013","Denmark","Total","Median equivalised net income","National currency","204,214",""
"2013","Denmark","Total","Median equivalised net income","Purchasing power standard (PPS)","19,735",""
"2013","Denmark","Single person","Median equivalised net income","Euro","21,755",""
"2013","Denmark","Single person","Median equivalised net income","National currency","161,941",""
"2013","Denmark","Single person","Median equivalised net income","Purchasing power standard (PPS)","15,650",""
"2013","Denmark","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2013","Denmark","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2013","Denmark","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Denmark","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2013","Denmark","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2013","Denmark","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Denmark","Single person with dependent children","Median equivalised net income","Euro","21,363",""
"2013","Denmark","Single person with dependent children","Median equivalised net income","National currency","159,020",""
"2013","Denmark","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","15,368",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Median equivalised net income","Euro","19,545",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Median equivalised net income","National currency","19,545",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Median equivalised net income","Purchasing power standard (PPS)","19,441",""
"2013","Germany (until 1990 former territory of the FRG)","Single person","Median equivalised net income","Euro","15,853",""
"2013","Germany (until 1990 former territory of the FRG)","Single person","Median equivalised net income","National currency","15,853",""
"2013","Germany (until 1990 former territory of the FRG)","Single person","Median equivalised net income","Purchasing power standard (PPS)","15,769",""
"2013","Germany (until 1990 former territory of the FRG)","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2013","Germany (until 1990 former territory of the FRG)","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2013","Germany (until 1990 former territory of the FRG)","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Germany (until 1990 former territory of the FRG)","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2013","Germany (until 1990 former territory of the FRG)","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2013","Germany (until 1990 former territory of the FRG)","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Germany (until 1990 former territory of the FRG)","Single person with dependent children","Median equivalised net income","Euro","13,829",""
"2013","Germany (until 1990 former territory of the FRG)","Single person with dependent children","Median equivalised net income","National currency","13,829",""
"2013","Germany (until 1990 former territory of the FRG)","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","13,756",""
"2013","Estonia","Total","Median equivalised net income","Euro","6,583",""
"2013","Estonia","Total","Median equivalised net income","National currency","6,583",""
"2013","Estonia","Total","Median equivalised net income","Purchasing power standard (PPS)","8,613",""
"2013","Estonia","Single person","Median equivalised net income","Euro","4,288",""
"2013","Estonia","Single person","Median equivalised net income","National currency","4,288",""
"2013","Estonia","Single person","Median equivalised net income","Purchasing power standard (PPS)","5,610",""
"2013","Estonia","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2013","Estonia","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2013","Estonia","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Estonia","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2013","Estonia","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2013","Estonia","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Estonia","Single person with dependent children","Median equivalised net income","Euro","4,563",""
"2013","Estonia","Single person with dependent children","Median equivalised net income","National currency","4,563",""
"2013","Estonia","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","5,971",""
"2013","Ireland","Total","Median equivalised net income","Euro","19,856",""
"2013","Ireland","Total","Median equivalised net income","National currency","19,856",""
"2013","Ireland","Total","Median equivalised net income","Purchasing power standard (PPS)","16,732",""
"2013","Ireland","Single person","Median equivalised net income","Euro","14,155",""
"2013","Ireland","Single person","Median equivalised net income","National currency","14,155",""
"2013","Ireland","Single person","Median equivalised net income","Purchasing power standard (PPS)","11,928",""
"2013","Ireland","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2013","Ireland","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2013","Ireland","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Ireland","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2013","Ireland","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2013","Ireland","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Ireland","Single person with dependent children","Median equivalised net income","Euro","13,591",""
"2013","Ireland","Single person with dependent children","Median equivalised net income","National currency","13,591",""
"2013","Ireland","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","11,453",""
"2013","Greece","Total","Median equivalised net income","Euro","8,377",""
"2013","Greece","Total","Median equivalised net income","National currency","8,377",""
"2013","Greece","Total","Median equivalised net income","Purchasing power standard (PPS)","9,052",""
"2013","Greece","Single person","Median equivalised net income","Euro","8,400",""
"2013","Greece","Single person","Median equivalised net income","National currency","8,400",""
"2013","Greece","Single person","Median equivalised net income","Purchasing power standard (PPS)","9,077",""
"2013","Greece","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2013","Greece","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2013","Greece","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Greece","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2013","Greece","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2013","Greece","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Greece","Single person with dependent children","Median equivalised net income","Euro","5,910",""
"2013","Greece","Single person with dependent children","Median equivalised net income","National currency","5,910",""
"2013","Greece","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","6,386",""
"2013","Spain","Total","Median equivalised net income","Euro","13,523",""
"2013","Spain","Total","Median equivalised net income","National currency","13,523",""
"2013","Spain","Total","Median equivalised net income","Purchasing power standard (PPS)","14,250",""
"2013","Spain","Single person","Median equivalised net income","Euro","12,506",""
"2013","Spain","Single person","Median equivalised net income","National currency","12,506",""
"2013","Spain","Single person","Median equivalised net income","Purchasing power standard (PPS)","13,177",""
"2013","Spain","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2013","Spain","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2013","Spain","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Spain","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2013","Spain","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2013","Spain","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Spain","Single person with dependent children","Median equivalised net income","Euro","10,052",""
"2013","Spain","Single person with dependent children","Median equivalised net income","National currency","10,052",""
"2013","Spain","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","10,592",""
"2013","France","Total","Median equivalised net income","Euro","20,915",""
"2013","France","Total","Median equivalised net income","National currency","20,915",""
"2013","France","Total","Median equivalised net income","Purchasing power standard (PPS)","19,185",""
"2013","France","Single person","Median equivalised net income","Euro","19,285",""
"2013","France","Single person","Median equivalised net income","National currency","19,285",""
"2013","France","Single person","Median equivalised net income","Purchasing power standard (PPS)","17,690",""
"2013","France","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2013","France","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2013","France","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","France","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2013","France","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2013","France","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","France","Single person with dependent children","Median equivalised net income","Euro","14,754",""
"2013","France","Single person with dependent children","Median equivalised net income","National currency","14,754",""
"2013","France","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","13,533",""
"2013","Croatia","Total","Median equivalised net income","Euro","5,078",""
"2013","Croatia","Total","Median equivalised net income","National currency","38,194",""
"2013","Croatia","Total","Median equivalised net income","Purchasing power standard (PPS)","7,414",""
"2013","Croatia","Single person","Median equivalised net income","Euro","3,909",""
"2013","Croatia","Single person","Median equivalised net income","National currency","29,400",""
"2013","Croatia","Single person","Median equivalised net income","Purchasing power standard (PPS)","5,707",""
"2013","Croatia","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2013","Croatia","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2013","Croatia","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Croatia","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2013","Croatia","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2013","Croatia","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Croatia","Single person with dependent children","Median equivalised net income","Euro","4,655",""
"2013","Croatia","Single person with dependent children","Median equivalised net income","National currency","35,013",""
"2013","Croatia","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","6,796",""
"2013","Italy","Total","Median equivalised net income","Euro","15,733",""
"2013","Italy","Total","Median equivalised net income","National currency","15,733",""
"2013","Italy","Total","Median equivalised net income","Purchasing power standard (PPS)","15,315",""
"2013","Italy","Single person","Median equivalised net income","Euro","14,898",""
"2013","Italy","Single person","Median equivalised net income","National currency","14,898",""
"2013","Italy","Single person","Median equivalised net income","Purchasing power standard (PPS)","14,502",""
"2013","Italy","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2013","Italy","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2013","Italy","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Italy","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2013","Italy","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2013","Italy","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Italy","Single person with dependent children","Median equivalised net income","Euro","11,676",""
"2013","Italy","Single person with dependent children","Median equivalised net income","National currency","11,676",""
"2013","Italy","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","11,365",""
"2013","Cyprus","Total","Median equivalised net income","Euro","15,873",""
"2013","Cyprus","Total","Median equivalised net income","National currency","15,873",""
"2013","Cyprus","Total","Median equivalised net income","Purchasing power standard (PPS)","17,165",""
"2013","Cyprus","Single person","Median equivalised net income","Euro","13,723",""
"2013","Cyprus","Single person","Median equivalised net income","National currency","13,723",""
"2013","Cyprus","Single person","Median equivalised net income","Purchasing power standard (PPS)","14,839",""
"2013","Cyprus","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2013","Cyprus","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2013","Cyprus","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Cyprus","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2013","Cyprus","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2013","Cyprus","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Cyprus","Single person with dependent children","Median equivalised net income","Euro","12,185",""
"2013","Cyprus","Single person with dependent children","Median equivalised net income","National currency","12,185",""
"2013","Cyprus","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","13,176",""
"2013","Latvia","Total","Median equivalised net income","Euro","4,663",""
"2013","Latvia","Total","Median equivalised net income","National currency","4,663",""
"2013","Latvia","Total","Median equivalised net income","Purchasing power standard (PPS)","6,443",""
"2013","Latvia","Single person","Median equivalised net income","Euro","3,166",""
"2013","Latvia","Single person","Median equivalised net income","National currency","3,166",""
"2013","Latvia","Single person","Median equivalised net income","Purchasing power standard (PPS)","4,374",""
"2013","Latvia","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2013","Latvia","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2013","Latvia","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Latvia","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2013","Latvia","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2013","Latvia","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Latvia","Single person with dependent children","Median equivalised net income","Euro","3,277",""
"2013","Latvia","Single person with dependent children","Median equivalised net income","National currency","3,277",""
"2013","Latvia","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","4,528",""
"2013","Lithuania","Total","Median equivalised net income","Euro","4,698",""
"2013","Lithuania","Total","Median equivalised net income","National currency","16,223",""
"2013","Lithuania","Total","Median equivalised net income","Purchasing power standard (PPS)","7,282",""
"2013","Lithuania","Single person","Median equivalised net income","Euro","3,431",""
"2013","Lithuania","Single person","Median equivalised net income","National currency","11,846",""
"2013","Lithuania","Single person","Median equivalised net income","Purchasing power standard (PPS)","5,318",""
"2013","Lithuania","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2013","Lithuania","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2013","Lithuania","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Lithuania","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2013","Lithuania","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2013","Lithuania","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Lithuania","Single person with dependent children","Median equivalised net income","Euro","3,352",""
"2013","Lithuania","Single person with dependent children","Median equivalised net income","National currency","11,574",""
"2013","Lithuania","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","5,195",""
"2013","Luxembourg","Total","Median equivalised net income","Euro","33,301",""
"2013","Luxembourg","Total","Median equivalised net income","National currency","33,301",""
"2013","Luxembourg","Total","Median equivalised net income","Purchasing power standard (PPS)","28,030",""
"2013","Luxembourg","Single person","Median equivalised net income","Euro","35,518",""
"2013","Luxembourg","Single person","Median equivalised net income","National currency","35,518",""
"2013","Luxembourg","Single person","Median equivalised net income","Purchasing power standard (PPS)","29,896",""
"2013","Luxembourg","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2013","Luxembourg","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2013","Luxembourg","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Luxembourg","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2013","Luxembourg","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2013","Luxembourg","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Luxembourg","Single person with dependent children","Median equivalised net income","Euro","20,523",""
"2013","Luxembourg","Single person with dependent children","Median equivalised net income","National currency","20,523",""
"2013","Luxembourg","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","17,275",""
"2013","Hungary","Total","Median equivalised net income","Euro","4,449",""
"2013","Hungary","Total","Median equivalised net income","National currency","1,287,000",""
"2013","Hungary","Total","Median equivalised net income","Purchasing power standard (PPS)","7,277",""
"2013","Hungary","Single person","Median equivalised net income","Euro","4,020",""
"2013","Hungary","Single person","Median equivalised net income","National currency","1,162,744",""
"2013","Hungary","Single person","Median equivalised net income","Purchasing power standard (PPS)","6,575",""
"2013","Hungary","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2013","Hungary","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2013","Hungary","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Hungary","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2013","Hungary","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2013","Hungary","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Hungary","Single person with dependent children","Median equivalised net income","Euro","3,453",""
"2013","Hungary","Single person with dependent children","Median equivalised net income","National currency","998,900",""
"2013","Hungary","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","5,648",""
"2013","Malta","Total","Median equivalised net income","Euro","12,093",""
"2013","Malta","Total","Median equivalised net income","National currency","12,093",""
"2013","Malta","Total","Median equivalised net income","Purchasing power standard (PPS)","15,056",""
"2013","Malta","Single person","Median equivalised net income","Euro","9,601",""
"2013","Malta","Single person","Median equivalised net income","National currency","9,601",""
"2013","Malta","Single person","Median equivalised net income","Purchasing power standard (PPS)","11,953",""
"2013","Malta","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2013","Malta","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2013","Malta","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Malta","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2013","Malta","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2013","Malta","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Malta","Single person with dependent children","Median equivalised net income","Euro","7,728",""
"2013","Malta","Single person with dependent children","Median equivalised net income","National currency","7,728",""
"2013","Malta","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","9,622",""
"2013","Netherlands","Total","Median equivalised net income","Euro","20,834",""
"2013","Netherlands","Total","Median equivalised net income","National currency","20,834",""
"2013","Netherlands","Total","Median equivalised net income","Purchasing power standard (PPS)","19,221",""
"2013","Netherlands","Single person","Median equivalised net income","Euro","17,429",""
"2013","Netherlands","Single person","Median equivalised net income","National currency","17,429",""
"2013","Netherlands","Single person","Median equivalised net income","Purchasing power standard (PPS)","16,080",""
"2013","Netherlands","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2013","Netherlands","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2013","Netherlands","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Netherlands","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2013","Netherlands","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2013","Netherlands","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Netherlands","Single person with dependent children","Median equivalised net income","Euro","15,044",""
"2013","Netherlands","Single person with dependent children","Median equivalised net income","National currency","15,044",""
"2013","Netherlands","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","13,879",""
"2013","Austria","Total","Median equivalised net income","Euro","22,073",""
"2013","Austria","Total","Median equivalised net income","National currency","22,073",""
"2013","Austria","Total","Median equivalised net income","Purchasing power standard (PPS)","20,904",""
"2013","Austria","Single person","Median equivalised net income","Euro","20,199",""
"2013","Austria","Single person","Median equivalised net income","National currency","20,199",""
"2013","Austria","Single person","Median equivalised net income","Purchasing power standard (PPS)","19,129",""
"2013","Austria","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2013","Austria","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2013","Austria","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Austria","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2013","Austria","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2013","Austria","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Austria","Single person with dependent children","Median equivalised net income","Euro","15,789",""
"2013","Austria","Single person with dependent children","Median equivalised net income","National currency","15,789",""
"2013","Austria","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","14,952",""
"2013","Poland","Total","Median equivalised net income","Euro","5,174",""
"2013","Poland","Total","Median equivalised net income","National currency","21,651",""
"2013","Poland","Total","Median equivalised net income","Purchasing power standard (PPS)","9,175",""
"2013","Poland","Single person","Median equivalised net income","Euro","4,433",""
"2013","Poland","Single person","Median equivalised net income","National currency","18,550",""
"2013","Poland","Single person","Median equivalised net income","Purchasing power standard (PPS)","7,861",""
"2013","Poland","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2013","Poland","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2013","Poland","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Poland","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2013","Poland","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2013","Poland","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Poland","Single person with dependent children","Median equivalised net income","Euro","4,429",""
"2013","Poland","Single person with dependent children","Median equivalised net income","National currency","18,534",""
"2013","Poland","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","7,854",""
"2013","Portugal","Total","Median equivalised net income","Euro","8,177",""
"2013","Portugal","Total","Median equivalised net income","National currency","8,177",""
"2013","Portugal","Total","Median equivalised net income","Purchasing power standard (PPS)","9,820",""
"2013","Portugal","Single person","Median equivalised net income","Euro","7,040",""
"2013","Portugal","Single person","Median equivalised net income","National currency","7,040",""
"2013","Portugal","Single person","Median equivalised net income","Purchasing power standard (PPS)","8,454",""
"2013","Portugal","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2013","Portugal","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2013","Portugal","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Portugal","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2013","Portugal","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2013","Portugal","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Portugal","Single person with dependent children","Median equivalised net income","Euro","6,706",""
"2013","Portugal","Single person with dependent children","Median equivalised net income","National currency","6,706",""
"2013","Portugal","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","8,053",""
"2013","Romania","Total","Median equivalised net income","Euro","2,018",""
"2013","Romania","Total","Median equivalised net income","National currency","9,000",""
"2013","Romania","Total","Median equivalised net income","Purchasing power standard (PPS)","3,892",""
"2013","Romania","Single person","Median equivalised net income","Euro","1,829",""
"2013","Romania","Single person","Median equivalised net income","National currency","8,156",""
"2013","Romania","Single person","Median equivalised net income","Purchasing power standard (PPS)","3,527",""
"2013","Romania","One adult younger than 64 years","Median equivalised net income","Euro",":",""
"2013","Romania","One adult younger than 64 years","Median equivalised net income","National currency",":",""
"2013","Romania","One adult younger than 64 years","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Romania","One adult 65 years or over","Median equivalised net income","Euro",":",""
"2013","Romania","One adult 65 years or over","Median equivalised net income","National currency",":",""
"2013","Romania","One adult 65 years or over","Median equivalised net income","Purchasing power standard (PPS)",":",""
"2013","Romania","Single person with dependent children","Median equivalised net income","Euro","1,385",""
"2013","Romania","Single person with dependent children","Median equivalised net income","National currency","6,177",""
"2013","Romania","Single person with dependent children","Median equivalised net income","Purchasing power standard (PPS)","2,671",""
"2013","Slovenia","Total","Median equivalised net income","Euro","11,852",""
"2013","Slovenia","Total","Median equivalised net income","National currency","11,852",""
"2013","Slovenia","Total","Median equivalised net income","Purchasing power standard (PPS)","14,212",""
"2013","Slovenia","Single person","Median equivalised net income","Euro","8,641",""
"2013","Slovenia","Single person","Median equivalised net income","National currency","8,641",""
